Age,Gender,Weight (kg),Height (cm),BMI,Activity Level,Dietary Goal,Daily Caloric Intake Goal (kcal),Diet Type,Allergies/Intolerances,Existing Health Conditions
41,male,85,174,28.08,moderate,maintenance,2836,vegan,none,none
30,female,65,157,26.37,active,maintenance,2424,paleo,none,none
34,female,67,176,21.63,sedentary,maintenance,1758,vegetarian,none,hypertension
38,female,50,168,17.72,sedentary,muscle gain,1519,regular,none,none
26,male,74,181,22.59,sedentary,weight loss,2161,regular,nuts,diabetes
34,male,91,188,25.75,active,weight loss,3479,regular,none,diabetes
18,male,60,185,17.53,sedentary,maintenance,2013,regular,none,none
26,female,72,157,29.21,sedentary,weight loss,1785,regular,none,none
38,female,61,160,23.83,active,weight loss,2316,regular,gluten,none
49,female,70,158,28.04,moderate,maintenance,2127,regular,none,diabetes
31,male,82,173,27.4,moderate,weight loss,2854,regular,none,hypertension
18,male,80,156,32.87,moderate,muscle gain,2800,regular,none,high cholesterol
48,female,56,165,20.57,active,muscle gain,2189,regular,lactose,diabetes
21,male,67,157,27.18,sedentary,maintenance,1944,regular,none,none
18,female,70,155,29.14,sedentary,muscle gain,1797,vegetarian,none,none
24,male,70,180,21.6,moderate,weight loss,2718,regular,none,none
22,female,51,158,20.43,active,maintenance,2266,vegetarian,none,none
27,male,100,172,33.8,active,muscle gain,3623,regular,none,none
43,female,62,166,22.5,active,weight loss,2327,keto,none,none
65,female,68,167,24.38,moderate,weight loss,2034,keto,gluten,none
34,female,56,156,23.01,active,muscle gain,2245,regular,none,none
35,female,73,158,29.24,active,weight loss,2519,regular,none,none
38,female,65,151,28.51,sedentary,weight loss,1622,regular,lactose,none
38,male,100,187,28.6,sedentary,muscle gain,2532,vegan,none,none
36,male,84,176,27.12,sedentary,weight loss,2225,vegetarian,none,high cholesterol
22,female,51,145,24.26,moderate,weight loss,1973,regular,none,none
41,female,68,161,26.23,active,muscle gain,2411,regular,none,none
28,male,89,180,27.47,sedentary,weight loss,2383,regular,none,none
40,female,59,156,24.24,moderate,muscle gain,2020,regular,gluten,diabetes
43,male,85,178,26.83,sedentary,muscle gain,2205,regular,none,none
22,male,86,163,32.37,sedentary,weight loss,2277,regular,none,none
33,male,70,171,23.94,moderate,weight loss,2572,keto,none,none
42,female,68,176,21.95,sedentary,maintenance,1728,regular,lactose,none
37,male,71,179,22.16,sedentary,weight loss,2026,vegan,gluten,hypertension
18,male,77,178,24.3,moderate,muscle gain,2902,regular,none,high cholesterol
21,female,64,162,24.39,moderate,weight loss,2248,regular,none,none
28,female,77,173,25.73,active,weight loss,2716,regular,none,none
39,male,82,190,22.71,active,weight loss,3238,regular,none,none
43,male,81,185,23.67,active,weight loss,3135,regular,none,none
29,male,85,167,30.48,moderate,muscle gain,2889,regular,none,none
18,female,61,159,24.13,moderate,maintenance,2211,regular,shellfish,none
37,male,74,181,22.59,sedentary,weight loss,2086,vegan,none,none
18,male,67,184,19.79,active,muscle gain,3048,regular,none,diabetes
18,male,89,172,30.08,sedentary,weight loss,2405,regular,none,none
39,male,57,175,18.61,active,weight loss,2536,regular,none,none
35,male,61,171,20.86,moderate,maintenance,2368,regular,nuts,none
35,male,90,179,28.09,active,muscle gain,3371,regular,none,none
41,male,90,181,27.47,sedentary,weight loss,2316,paleo,none,none
51,female,65,157,26.37,sedentary,weight loss,1577,regular,none,high cholesterol
33,male,89,170,30.8,active,weight loss,3293,regular,none,hypertension
48,male,63,163,23.71,sedentary,weight loss,1731,regular,none,none
32,female,55,169,19.26,active,weight loss,2314,vegan,none,none
21,female,69,190,19.11,sedentary,muscle gain,1900,regular,gluten,high cholesterol
45,male,77,182,23.25,active,muscle gain,2998,regular,none,hypertension
43,male,68,182,20.53,sedentary,weight loss,1954,regular,none,none
33,female,80,160,31.25,sedentary,muscle gain,1848,regular,none,hypertension
18,female,63,172,21.3,sedentary,maintenance,1782,regular,none,none
46,female,77,172,26.03,sedentary,maintenance,1792,regular,none,none
26,male,82,164,30.49,sedentary,weight loss,2192,vegan,none,high cholesterol
35,female,56,161,21.6,sedentary,maintenance,1575,regular,none,none
49,male,77,155,32.05,active,muscle gain,2735,low-carb,none,none
50,female,62,154,26.14,moderate,weight loss,1986,vegan,none,none
26,female,50,146,23.46,moderate,weight loss,1937,regular,none,none
38,female,70,163,26.35,moderate,weight loss,2225,keto,shellfish,none
51,male,74,184,21.86,sedentary,weight loss,2008,regular,none,none
31,male,96,182,28.98,moderate,weight loss,3211,regular,none,none
36,female,62,164,23.05,moderate,weight loss,2128,vegan,none,none
48,male,68,192,18.45,moderate,weight loss,2555,vegetarian,none,none
29,male,86,162,32.77,sedentary,weight loss,2224,regular,none,high cholesterol
36,male,81,177,25.85,active,maintenance,3137,regular,none,none
50,female,70,160,27.34,sedentary,maintenance,1649,regular,none,none
23,female,78,159,30.85,moderate,weight loss,2421,vegetarian,none,none
41,male,86,181,26.25,sedentary,maintenance,2252,vegan,gluten,none
27,female,64,145,30.44,sedentary,weight loss,1646,regular,none,none
37,male,85,170,29.41,active,weight loss,3162,regular,none,hypertension
50,female,52,169,18.21,active,weight loss,2131,paleo,none,none
26,female,45,149,20.27,active,weight loss,2092,regular,gluten,none
30,female,61,160,23.83,sedentary,muscle gain,1653,regular,none,none
40,female,67,182,20.23,sedentary,weight loss,1749,low-carb,none,diabetes
36,male,79,176,25.5,active,weight loss,3083,vegetarian,none,none
39,male,73,173,24.39,active,weight loss,2890,vegetarian,none,diabetes
19,female,88,162,33.53,moderate,weight loss,2605,regular,none,none
39,female,70,172,23.66,sedentary,maintenance,1751,keto,nuts,high cholesterol
35,female,70,138,36.76,active,weight loss,2365,regular,none,hypertension
40,male,76,185,22.21,sedentary,maintenance,2121,regular,shellfish,none
37,male,76,181,23.2,moderate,maintenance,2736,regular,none,none
45,female,60,170,20.76,sedentary,weight loss,1601,regular,none,none
44,male,71,158,28.44,moderate,weight loss,2399,keto,none,none
33,female,66,165,24.24,moderate,weight loss,2211,regular,none,none
21,female,57,153,24.35,sedentary,maintenance,1629,vegan,none,none
20,male,76,184,22.45,moderate,weight loss,2908,regular,none,none
38,male,87,160,33.98,sedentary,muscle gain,2167,vegetarian,none,none
38,female,68,157,27.59,moderate,weight loss,2167,vegetarian,none,none
32,female,74,160,28.91,moderate,weight loss,2308,vegetarian,none,none
29,female,59,158,23.63,moderate,muscle gain,2103,regular,gluten,none
43,female,79,174,26.09,sedentary,muscle gain,1837,regular,none,diabetes
33,male,84,170,29.07,sedentary,maintenance,2211,regular,lactose,none
43,female,70,156,28.76,active,maintenance,2401,regular,none,high cholesterol
23,male,73,159,28.88,sedentary,muscle gain,2039,regular,none,none
30,female,70,179,21.85,active,maintenance,2621,regular,none,hypertension
37,male,77,171,26.33,sedentary,maintenance,2077,regular,none,none
36,female,51,154,21.5,active,weight loss,2140,keto,none,none
41,male,77,169,26.96,active,weight loss,2929,regular,none,none
29,male,72,175,23.51,active,muscle gain,2981,regular,none,high cholesterol
25,male,87,182,26.26,active,muscle gain,3425,vegetarian,none,none
25,male,92,187,26.31,moderate,weight loss,3218,vegan,lactose,none
45,male,52,189,14.56,moderate,weight loss,2227,vegan,none,high cholesterol
35,male,76,160,29.69,moderate,weight loss,2597,regular,gluten,none
46,female,55,180,16.98,sedentary,weight loss,1578,regular,shellfish,none
50,female,70,159,27.69,sedentary,maintenance,1645,vegan,none,none
34,male,81,162,30.86,active,muscle gain,3032,regular,none,none
18,female,59,170,20.42,moderate,muscle gain,2235,paleo,none,hypertension
43,female,60,175,19.59,sedentary,muscle gain,1630,regular,none,none
27,female,59,178,18.62,active,weight loss,2463,regular,none,none
33,male,57,175,18.61,sedentary,maintenance,1805,regular,none,none
29,male,80,170,27.68,active,weight loss,3125,vegan,none,none
60,male,73,170,25.26,moderate,weight loss,2389,regular,none,none
47,female,58,174,19.16,sedentary,muscle gain,1583,regular,none,none
28,female,63,184,18.61,sedentary,weight loss,1775,regular,none,none
25,female,72,166,26.13,sedentary,muscle gain,1823,regular,none,none
25,female,66,160,25.78,sedentary,weight loss,1734,regular,none,none
41,male,58,172,19.61,sedentary,maintenance,1750,regular,none,none
64,male,65,180,20.06,sedentary,weight loss,1752,vegan,none,none
31,male,92,167,32.99,sedentary,weight loss,2336,regular,none,hypertension
18,male,78,202,19.12,moderate,weight loss,3101,regular,none,none
38,female,74,158,29.64,sedentary,weight loss,1748,regular,none,hypertension
30,female,65,141,32.69,moderate,muscle gain,2101,vegan,none,none
18,male,82,177,26.17,sedentary,muscle gain,2321,regular,none,none
32,female,66,172,22.31,sedentary,muscle gain,1743,vegetarian,none,hypertension
45,male,77,173,25.73,sedentary,maintenance,2034,regular,none,none
51,female,58,150,25.78,sedentary,weight loss,1473,low-carb,none,diabetes
35,male,94,186,27.17,moderate,maintenance,3164,regular,none,high cholesterol
41,female,61,153,26.06,active,maintenance,2257,regular,none,none
31,female,77,172,26.03,moderate,maintenance,2415,vegan,none,none
23,female,59,176,19.05,moderate,muscle gain,2230,vegetarian,none,none
31,male,68,170,23.53,moderate,maintenance,2541,regular,none,none
23,female,79,160,30.86,sedentary,maintenance,1889,low-carb,none,none
25,female,58,163,21.83,sedentary,maintenance,1657,vegan,none,none
40,female,55,166,19.96,moderate,muscle gain,2011,regular,lactose,none
27,male,70,183,20.9,active,maintenance,3021,regular,none,none
18,male,71,155,29.55,sedentary,weight loss,2017,regular,none,none
30,female,62,189,17.36,active,maintenance,2547,vegan,none,hypertension
45,female,51,175,16.65,active,weight loss,2185,regular,none,high cholesterol
28,female,60,170,20.76,sedentary,weight loss,1689,regular,none,hypertension
37,male,73,171,24.96,active,weight loss,2893,vegan,none,none
45,male,85,172,28.73,sedentary,weight loss,2156,regular,none,none
41,male,80,167,28.69,moderate,weight loss,2680,regular,none,none
28,female,67,167,24.02,sedentary,maintenance,1756,regular,none,high cholesterol
48,female,68,171,23.26,active,maintenance,2412,regular,none,none
54,female,69,166,25.04,sedentary,maintenance,1639,regular,none,none
43,female,66,173,22.05,moderate,maintenance,2182,vegan,none,hypertension
38,male,84,176,27.12,moderate,muscle gain,2856,vegetarian,none,none
46,male,91,171,31.12,moderate,weight loss,2894,regular,none,none
36,male,78,192,21.16,moderate,weight loss,2868,keto,none,none
45,male,58,171,19.84,sedentary,weight loss,1717,keto,none,none
46,male,81,189,22.68,moderate,weight loss,2820,regular,none,none
24,male,74,166,26.85,active,weight loss,3002,regular,none,none
23,female,54,149,24.32,active,weight loss,2258,regular,none,none
29,female,63,161,24.3,moderate,maintenance,2175,regular,none,none
29,male,63,179,19.66,active,weight loss,2806,vegetarian,none,none
23,male,67,186,19.37,sedentary,weight loss,2098,regular,none,none
33,female,56,181,17.09,moderate,muscle gain,2144,regular,none,none
40,female,65,166,23.59,sedentary,weight loss,1668,regular,none,none
21,male,92,173,30.74,sedentary,weight loss,2438,vegetarian,none,none
25,male,81,180,25.0,sedentary,weight loss,2274,regular,none,none
26,female,65,155,27.06,sedentary,maintenance,1700,vegetarian,lactose,diabetes
45,female,49,161,18.9,moderate,maintenance,1867,regular,none,none
42,female,57,161,21.99,moderate,weight loss,2002,regular,none,diabetes
32,female,65,174,21.47,sedentary,weight loss,1739,regular,none,none
26,female,67,170,23.18,active,weight loss,2555,regular,none,none
34,male,88,183,26.28,moderate,muscle gain,3026,regular,none,none
28,male,73,185,21.33,active,maintenance,3097,vegetarian,none,none
21,female,55,162,20.96,sedentary,weight loss,1641,vegetarian,none,none
25,male,82,192,22.24,moderate,weight loss,3048,regular,none,none
45,female,55,170,19.03,sedentary,weight loss,1546,regular,none,none
18,male,69,164,25.65,sedentary,maintenance,2037,regular,nuts,none
54,female,62,154,26.14,moderate,weight loss,1959,regular,none,none
41,female,63,174,20.81,active,weight loss,2401,regular,none,none
35,male,68,183,20.31,sedentary,maintenance,2015,regular,none,diabetes
30,female,59,170,20.42,moderate,maintenance,2154,vegan,none,hypertension
26,male,86,173,28.73,sedentary,maintenance,2308,regular,none,none
18,male,86,180,26.54,moderate,muscle gain,3103,keto,gluten,none
29,female,61,173,20.38,moderate,weight loss,2204,vegetarian,none,high cholesterol
22,female,56,184,16.54,sedentary,maintenance,1728,regular,none,none
58,female,67,160,26.17,moderate,maintenance,2033,regular,none,diabetes
31,male,89,158,35.65,moderate,weight loss,2888,vegan,none,none
39,male,70,177,22.34,active,maintenance,2853,vegetarian,none,none
36,female,67,149,30.18,moderate,maintenance,2128,keto,none,none
28,female,57,164,21.19,moderate,weight loss,2110,vegetarian,none,diabetes
33,male,95,149,42.79,active,weight loss,3258,regular,lactose,none
47,female,57,170,19.72,moderate,maintenance,2012,regular,lactose,none
36,male,82,181,25.03,active,weight loss,3193,regular,none,none
38,female,63,165,23.14,moderate,weight loss,2134,regular,none,none
34,male,75,183,22.4,active,muscle gain,3068,regular,none,none
30,male,75,176,24.21,sedentary,muscle gain,2121,vegan,none,high cholesterol
33,female,66,161,25.46,sedentary,maintenance,1697,low-carb,none,diabetes
35,male,82,185,23.96,active,muscle gain,3236,regular,none,none
31,female,57,167,20.44,moderate,muscle gain,2105,regular,none,hypertension
33,female,63,160,24.61,active,muscle gain,2386,regular,none,hypertension
37,male,97,171,33.17,moderate,maintenance,3098,vegan,none,none
49,female,66,174,21.8,sedentary,maintenance,1662,regular,none,hypertension
27,female,62,175,20.24,sedentary,maintenance,1735,regular,none,none
35,female,64,145,30.44,sedentary,weight loss,1604,regular,nuts,none
52,female,62,172,20.96,sedentary,weight loss,1594,regular,none,hypertension
30,male,98,176,31.64,moderate,weight loss,3217,vegan,shellfish,hypertension
34,male,86,184,25.4,active,maintenance,3330,vegan,none,none
22,male,71,181,21.67,active,muscle gain,3076,regular,lactose,none
34,female,73,167,26.18,sedentary,weight loss,1791,low-carb,none,none
36,female,70,152,30.3,sedentary,maintenance,1692,regular,none,none
45,male,72,163,27.1,moderate,weight loss,2449,regular,none,none
25,male,75,175,24.49,sedentary,maintenance,2149,regular,none,none
51,male,81,176,26.15,sedentary,maintenance,2074,regular,none,none
39,male,72,172,24.34,sedentary,weight loss,1988,vegan,none,none
25,male,81,168,28.7,active,muscle gain,3170,regular,none,none
18,female,62,163,23.34,active,maintenance,2498,vegan,none,none
26,female,70,170,24.22,moderate,weight loss,2339,paleo,none,none
24,female,74,159,29.27,moderate,muscle gain,2357,vegan,none,none
52,female,54,161,20.83,active,maintenance,2105,regular,none,diabetes
36,female,58,170,20.07,moderate,maintenance,2100,vegan,gluten,none
45,female,65,139,33.64,sedentary,maintenance,1541,regular,none,none
35,female,70,161,27.01,sedentary,weight loss,1731,regular,none,none
23,male,71,166,25.77,sedentary,maintenance,2047,regular,none,none
29,female,70,169,24.51,moderate,muscle gain,2314,regular,none,diabetes
19,female,67,154,28.25,sedentary,weight loss,1754,regular,nuts,none
42,female,63,161,24.3,active,weight loss,2324,vegan,gluten,diabetes
24,male,68,176,21.95,moderate,muscle gain,2647,regular,none,none
35,female,65,140,33.16,moderate,weight loss,2063,regular,none,none
39,female,75,150,33.33,sedentary,weight loss,1724,keto,none,none
42,female,59,164,21.94,moderate,muscle gain,2045,vegan,none,none
22,female,59,183,17.62,sedentary,weight loss,1758,regular,none,high cholesterol
18,female,77,173,25.73,moderate,maintenance,2507,regular,none,hypertension
31,male,86,183,25.68,sedentary,maintenance,2331,regular,lactose,diabetes
28,male,68,202,16.67,sedentary,maintenance,2172,regular,none,none
22,female,71,170,24.57,moderate,maintenance,2380,regular,none,hypertension
48,male,79,177,25.22,moderate,muscle gain,2672,regular,none,high cholesterol
52,female,71,162,27.05,moderate,maintenance,2140,regular,shellfish,none
45,female,64,180,19.75,sedentary,maintenance,1683,regular,none,none
54,male,61,186,17.63,sedentary,muscle gain,1790,regular,none,none
46,male,78,171,26.67,sedentary,muscle gain,2031,regular,none,none
27,female,66,185,19.28,moderate,maintenance,2347,regular,none,diabetes
28,female,81,164,30.12,active,weight loss,2731,regular,lactose,none
34,female,59,162,22.48,sedentary,weight loss,1617,regular,none,diabetes
26,female,59,167,21.16,sedentary,muscle gain,1678,regular,none,hypertension
36,female,70,171,23.94,sedentary,muscle gain,1763,regular,none,hypertension
34,male,74,188,20.94,active,muscle gain,3086,vegetarian,none,hypertension
42,male,67,173,22.39,active,maintenance,2722,regular,gluten,none
50,female,82,164,30.49,sedentary,weight loss,1797,regular,none,none
31,male,67,175,21.88,sedentary,weight loss,1980,regular,none,none
39,female,66,164,24.54,moderate,muscle gain,2166,regular,none,diabetes
19,male,89,183,26.58,moderate,maintenance,3179,regular,nuts,none
18,male,71,178,22.41,moderate,weight loss,2777,low-carb,none,none
35,male,73,173,24.39,moderate,muscle gain,2632,regular,none,none
24,female,60,139,31.05,moderate,weight loss,2060,regular,nuts,none
33,female,72,153,30.76,sedentary,weight loss,1733,regular,none,none
41,female,62,150,27.56,sedentary,maintenance,1570,regular,none,none
25,male,85,195,22.35,active,weight loss,3486,regular,none,high cholesterol
53,female,59,159,23.34,moderate,weight loss,1947,vegan,nuts,hypertension
33,female,69,168,24.45,active,maintenance,2524,keto,none,none
38,male,92,174,30.39,moderate,weight loss,3007,vegetarian,none,none
33,male,82,175,26.78,sedentary,weight loss,2207,vegetarian,none,none
38,male,76,175,24.82,moderate,weight loss,2682,low-carb,none,none
35,male,84,155,34.96,sedentary,weight loss,2111,regular,none,none
18,male,68,159,26.9,moderate,muscle gain,2573,vegan,none,none
43,male,63,183,18.81,sedentary,maintenance,1880,regular,none,none
20,female,62,152,26.84,moderate,maintenance,2178,regular,none,none
35,male,63,175,20.57,moderate,weight loss,2439,regular,none,none
24,female,46,152,19.91,sedentary,muscle gain,1488,regular,none,high cholesterol
40,female,61,180,18.83,sedentary,weight loss,1675,keto,none,none
34,male,70,175,22.86,moderate,weight loss,2593,vegan,none,hypertension
38,female,54,148,24.65,moderate,weight loss,1923,vegan,none,none
42,female,65,170,22.49,moderate,maintenance,2160,regular,none,none
18,female,68,153,29.05,moderate,weight loss,2282,regular,none,none
30,female,67,167,24.02,moderate,maintenance,2255,regular,none,high cholesterol
29,female,72,161,27.78,sedentary,weight loss,1784,regular,nuts,none
30,female,56,181,17.09,moderate,maintenance,2164,regular,none,hypertension
38,male,65,146,30.49,sedentary,weight loss,1733,vegetarian,none,none
21,female,68,162,25.91,moderate,weight loss,2305,paleo,none,high cholesterol
35,female,63,177,20.11,moderate,weight loss,2212,regular,none,none
52,female,68,158,27.24,active,weight loss,2313,regular,none,diabetes
33,male,91,159,36.0,moderate,weight loss,2919,vegan,none,hypertension
29,female,64,162,24.39,moderate,muscle gain,2194,vegetarian,none,none
46,male,75,168,26.57,moderate,maintenance,2539,regular,none,none
31,male,68,174,22.46,sedentary,weight loss,1990,regular,none,none
35,female,78,156,32.05,moderate,maintenance,2326,regular,none,none
40,female,67,170,23.18,sedentary,muscle gain,1705,regular,none,none
38,male,71,169,24.86,sedentary,maintenance,1962,keto,none,none
25,female,63,159,24.92,sedentary,muscle gain,1697,vegetarian,none,none
29,female,70,172,23.66,moderate,weight loss,2328,regular,none,hypertension
49,female,63,173,21.05,sedentary,weight loss,1625,regular,none,none
42,female,59,171,20.18,moderate,muscle gain,2079,regular,none,none
36,male,83,180,25.62,moderate,maintenance,2883,regular,none,hypertension
40,female,65,148,29.67,active,maintenance,2301,vegetarian,none,none
29,male,81,153,34.6,moderate,weight loss,2702,vegan,none,none
43,male,90,168,31.89,sedentary,weight loss,2227,regular,none,none
31,male,89,180,27.47,sedentary,weight loss,2362,regular,none,none
36,female,53,165,19.47,moderate,maintenance,2004,regular,none,none
35,female,59,182,17.81,moderate,weight loss,2178,regular,none,none
43,female,66,166,23.95,sedentary,weight loss,1663,regular,none,hypertension
39,male,88,179,27.46,moderate,weight loss,2953,vegan,none,none
38,male,70,164,26.03,moderate,maintenance,2476,regular,none,none
29,female,68,176,21.95,moderate,maintenance,2319,regular,none,hypertension
33,female,77,169,26.96,active,weight loss,2657,regular,gluten,none
44,male,78,171,26.67,moderate,weight loss,2641,regular,none,none
30,female,72,161,27.78,moderate,weight loss,2297,paleo,none,none
25,female,67,158,26.84,active,weight loss,2498,keto,none,none
37,female,62,172,20.96,active,muscle gain,2404,regular,none,none
31,male,88,173,29.4,moderate,muscle gain,2978,keto,none,diabetes
18,male,74,170,25.61,moderate,maintenance,2780,regular,lactose,none
35,male,89,174,29.4,moderate,weight loss,2971,regular,none,diabetes
41,male,97,175,31.67,sedentary,muscle gain,2394,regular,none,none
29,male,81,185,23.67,moderate,muscle gain,2940,regular,none,high cholesterol
37,male,95,170,32.87,sedentary,weight loss,2360,regular,gluten,none
36,male,78,190,21.61,moderate,maintenance,2853,regular,gluten,none
34,male,82,158,32.85,moderate,maintenance,2716,regular,none,none
28,male,82,191,22.48,active,weight loss,3354,regular,none,none
49,female,57,161,21.99,sedentary,weight loss,1514,vegetarian,none,hypertension
34,male,70,164,26.03,active,maintenance,2795,regular,none,none
62,female,69,168,24.45,sedentary,muscle gain,1605,paleo,none,none
